"DonorClientNm","RecipientClientNm","DonationDt","AmountPaid"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","21/12/2006 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","1/11/2006 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","12/09/2006 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","9/02/2007 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","250.0000"
"Deloitte Touche Tohmatsu","National Party of Australia","8/02/2007 12:00:00 AM","200.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","21/12/2006 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","21/12/2006 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","30/09/2006 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","1/11/2006 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","6/05/2007 12:00:00 AM","175.0000"
"Deloitte Touche Tohmatsu","National Party of Australia","30/01/2007 12:00:00 AM","164.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","8/02/2007 12:00:00 AM","150.0000"
"Deloitte Touche Tohmatsu","Progressive Business Association Inc","25/10/2006 12:00:00 AM","110.0000"
"Deloitte Touche Tohmatsu","Liberal Party of Australia, NSW Division","30/01/2007 12:00:00 AM","109.0000"
"Deutsche Bank","Liberal Party of Australia","16/05/2007 12:00:00 AM","27500.0000"
"Deutsche Bank","Liberal Party of Australia","1/11/2006 12:00:00 AM","25000.0000"
"Deutsche Bank","Australian Labor Party (N.S.W. Branch)","1/08/2006 12:00:00 AM","19250.0000"
"Deutsche Bank","Liberal Party of Australia","3/06/2007 12:00:00 AM","16500.0000"
"Deutsche Bank","Liberal Party of Australia, NSW Division","1/05/2007 12:00:00 AM","11000.0000"
"Deutsche Bank","Australian Labor Party (Victorian Branch)","27/07/2006 12:00:00 AM","10000.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","4/09/2006 12:00:00 AM","20000.0000"
"Devine Limited","Liberal Party of Australia - Queensland Division","1/09/2006 12:00:00 AM","20000.0000"
"Devine Limited","Liberal Party of Australia","26/04/2007 12:00:00 AM","10000.0000"
"Devine Limited","Liberal Party of Australia - Queensland Division","21/07/2006 12:00:00 AM","5000.0000"
"Devine Limited","Forward Brisbane Leadership","29/03/2007 12:00:00 AM","3300.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","20/04/2007 12:00:00 AM","2750.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","14/02/2007 12:00:00 AM","2640.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","18/08/2006 12:00:00 AM","2500.0000"
"Devine Limited","Forward Brisbane Leadership","18/08/2006 12:00:00 AM","2000.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","31/08/2006 12:00:00 AM","1500.0000"
"Devine Limited","Liberal Party of Australia - Queensland Division","25/10/2006 12:00:00 AM","1450.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","29/03/2007 12:00:00 AM","1200.0000"
"Devine Limited","Liberal Party of Australia - Queensland Division","31/08/2006 12:00:00 AM","1000.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","13/04/2007 12:00:00 AM","550.0000"
"Devine Limited","Australian Labor Party (State of Queensland)","4/05/2007 12:00:00 AM","165.0000"
"DPC Administration Pty Ltd","Liberal Party of Australia","5/06/2007 12:00:00 AM","25000.0000"
"Employers Mutual Limited","Liberal Party of Australia, NSW Division","1/02/2007 12:00:00 AM","80000.0000"
"Employers Mutual Limited","Australian Labor Party (ALP)","25/05/2007 12:00:00 AM","45000.0000"
"Employers Mutual Limited","Australian Labor Party (N.S.W. Branch)","23/02/2007 12:00:00 AM","15000.0000"
"Employers Mutual Limited","Australian Labor Party (N.S.W. Branch)","23/02/2007 12:00:00 AM","11000.0000"
"Ernst & Young","Australian Labor Party (N.S.W. Branch)","23/01/2007 12:00:00 AM","11000.0000"
"Ernst & Young","Progressive Business Association Inc","5/08/2006 12:00:00 AM","5500.0000"
"Ernst & Young","Progressive Business Association Inc","9/05/2007 12:00:00 AM","5500.0000"
"Ernst & Young","Casey Business Briefing Club","27/04/2007 12:00:00 AM","4500.0000"
"Ernst & Young","Casey Business Briefing Club","30/03/2007 12:00:00 AM","2750.0000"
"Ernst & Young","Australian Labor Party (N.S.W. Branch)","6/02/2007 12:00:00 AM","1350.0000"
"Ernst & Young","Australian Labor Party (N.S.W. Branch)","16/02/2007 12:00:00 AM","1000.0000"
"Ernst & Young","Progressive Business Association Inc","16/08/2006 12:00:00 AM","295.0000"
"Ernst & Young","Australian Labor Party (N.S.W. Branch)","2/05/2007 12:00:00 AM","150.0000"
"ETSA Utilities","Liberal Party of Australia (S.A. Division)","16/10/2006 12:00:00 AM","15000.0000"
"ETSA Utilities","Australian Labor Party (South Australian Branch)","16/10/2006 12:00:00 AM","15000.0000"
"Ferrara Holdings Pty Ltd","Australian Labor Party (Victorian Branch)","14/12/2006 12:00:00 AM","200000.0000"
"FKP Limited","Liberal Party of Australia - Queensland Division","12/09/2006 12:00:00 AM","16500.0000"
"FKP Limited","Australian Labor Party (N.S.W. Branch)","26/02/2007 12:00:00 AM","15000.0000"
"FKP Limited","Australian Labor Party (State of Queensland)","28/08/2006 12:00:00 AM","15000.0000"
"FKP Limited","Australian Labor Party (N.S.W. Branch)","22/03/2007 12:00:00 AM","10000.0000"
"FKP Limited","Liberal Party of Australia","15/05/2007 12:00:00 AM","8250.0000"
"FKP Limited","Liberal Party of Australia, NSW Division","12/03/2007 12:00:00 AM","7000.0000"
"FKP Limited","Liberal Party of Australia - Queensland Division","18/12/2006 12:00:00 AM","5500.0000"
"FKP Limited","Australian Labor Party (State of Queensland)","15/06/2007 12:00:00 AM","3850.0000"
"FKP Limited","Liberal Party of Australia (Victorian Division)","25/05/2007 12:00:00 AM","1900.0000"
"FKP Limited","Liberal Party of Australia - Queensland Division","6/09/2006 12:00:00 AM","1490.0000"
"FKP Limited","Liberal Party of Australia - Queensland Division","7/09/2006 12:00:00 AM","1490.0000"
"FKP Limited","Australian Labor Party (State of Queensland)","1/05/2007 12:00:00 AM","550.0000"
"FKP Limited","Liberal Party of Australia (Victorian Division)","11/04/2007 12:00:00 AM","550.0000"
"FKP Limited","Australian Labor Party (State of Queensland)","24/04/2007 12:00:00 AM","165.0000"
"FKP Limited","Australian Labor Party (N.S.W. Branch)","2/03/2007 12:00:00 AM","100.0000"
"Flynn Apartments","Australian Labor Party (ALP)","1/04/2007 12:00:00 AM","25000.0000"
"Focus Publishing Pty Ltd","Australian Labor Party (N.S.W. Branch)","2/03/2007 12:00:00 AM","7960.0000"
"Formidable Pty Ltd","Australian Labor Party (Western Australian Branch)","24/10/2006 12:00:00 AM","20000.0000"
"Freeway Land Company Pty Ltd","Liberal Party of Australia, NSW Division","18/04/2007 12:00:00 AM","30000.0000"
"Freeway Land Company Pty Ltd","Liberal Party of Australia, NSW Division","25/09/2006 12:00:00 AM","20000.0000"
"Freeway Land Company Pty Ltd","Liberal Party of Australia, NSW Division","19/10/2006 12:00:00 AM","1000.0000"
"Friendly Society Medical Association Limited","Australian Labor Party (South Australian Branch)","6/09/2006 12:00:00 AM","5000.0000"
"Friendly Society Medical Association Limited","Australian Labor Party (South Australian Branch)","19/05/2007 12:00:00 AM","5000.0000"
"Friendly Society Medical Association Limited","Liberal Party of Australia (S.A. Division)","6/03/2007 12:00:00 AM","5000.0000"
"Friendly Society Medical Association Limited","Liberal Party of Australia (S.A. Division)","19/07/2006 12:00:00 AM","4000.0000"
"Friendly Society Medical Association Limited","Liberal Party of Australia (S.A. Division)","15/09/2006 12:00:00 AM","2500.0000"
"Friendly Society Medical Association Limited","Liberal Party of Australia (S.A. Division)","19/05/2007 12:00:00 AM","2500.0000"
"Friendly Society Medical Association Limited","Australian Labor Party (South Australian Branch)","24/08/2006 12:00:00 AM","2500.0000"
"Furama Pty Ltd","Liberal Party (W.A. Division) Inc.","30/06/2007 12:00:00 AM","250000.0000"
"Garda Proprietary","Liberal Party of Australia","30/03/2007 12:00:00 AM","40000.0000"
"Gerard Corporation Pty Ltd","Liberal Party of Australia","23/05/2007 12:00:00 AM","50000.0000"
"Gerard Corporation Pty Ltd","Liberal Party of Australia (S.A. Division)","4/04/2007 12:00:00 AM","200.0000"
"Goakes Investments Pty Ltd","Liberal Party of Australia - Queensland Division","29/06/2007 12:00:00 AM","20000.0000"
"Godfrey Hirst Australia Pty Ltd","Liberal Party of Australia","15/12/2006 12:00:00 AM","12000.0000"
"Godfrey Hirst Australia Pty Ltd","Australian Labor Party (Victorian Branch)","8/02/2007 12:00:00 AM","9750.0000"
"Godfrey Hirst Australia Pty Ltd","Australian Labor Party (ALP)","17/07/2006 12:00:00 AM","3000.0000"
"Godfrey Hirst Australia Pty Ltd","Liberal Party of Australia (Victorian Division)","18/09/2006 12:00:00 AM","3000.0000"
"Godfrey Hirst Australia Pty Ltd","Australian Labor Party (Victorian Branch)","15/05/2007 12:00:00 AM","2400.0000"
"Goldman Sachs JBWere","Liberal Party of Australia","26/02/2007 12:00:00 AM","20000.0000"
"Goldman Sachs JBWere","Liberal Party of Australia (Victorian Division)","18/09/2006 12:00:00 AM","15000.0000"
"Goldman Sachs JBWere","Australian Labor Party (ALP)","28/06/2007 12:00:00 AM","10000.0000"
"Goldman Sachs JBWere","Australian Labor Party (Victorian Branch)","12/09/2006 12:00:00 AM","10000.0000"
"Goldman Sachs JBWere","Higgins 200 Club","1/05/2007 12:00:00 AM","9950.0000"
"Goldman Sachs JBWere","Higgins 200 Club","1/05/2007 12:00:00 AM","9950.0000"
"Goldman Sachs JBWere","Australian Labor Party (ALP)","15/03/2007 12:00:00 AM","9900.0000"
"Goldman Sachs JBWere","Liberal Party of Australia, NSW Division","1/05/2007 12:00:00 AM","7000.0000"
"Goldman Sachs JBWere","Australian Labor Party (ALP)","29/08/2006 12:00:00 AM","5000.0000"
"Goldman Sachs JBWere","National Party of Australia","8/09/2006 12:00:00 AM","3300.0000"
"Goldman Sachs JBWere","Liberal Party of Australia (Victorian Division)","21/09/2006 12:00:00 AM","3000.0000"
"Goldman Sachs JBWere","Liberal Party of Australia, NSW Division","25/07/2006 12:00:00 AM","2300.0000"
"Goldman Sachs JBWere","Australian Labor Party (N.S.W. Branch)","28/12/2006 12:00:00 AM","1650.0000"
"Goldman Sachs JBWere","Liberal Party of Australia, NSW Division","20/07/2006 12:00:00 AM","1250.0000"
"Goldman Sachs JBWere","Australian Labor Party (Tasmanian Branch)","3/04/2007 12:00:00 AM","1000.0000"
"Goldman Sachs JBWere","Liberal Party of Australia (Victorian Division)","3/08/2006 12:00:00 AM","500.0000"
"Goldman Sachs JBWere","Higgins 200 Club","3/10/2006 12:00:00 AM","300.0000"
"Goldman Sachs JBWere","Liberal Party of Australia (S.A. Division)","1/03/2007 12:00:00 AM","140.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (State of Queensland)","17/05/2007 12:00:00 AM","5500.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","28/02/2007 12:00:00 AM","5000.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (State of Queensland)","28/08/2006 12:00:00 AM","4000.0000"
"Government Relations Australia Advisory Pty Ltd","The Menzies Research Centre Limited","5/10/2006 12:00:00 AM","3750.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia - Tasmanian Division","23/08/2006 12:00:00 AM","3375.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (Victorian Division)","23/08/2006 12:00:00 AM","3000.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","15/02/2007 12:00:00 AM","3000.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/07/2006 12:00:00 AM","2800.0000"
"Government Relations Australia Advisory Pty Ltd","SA Progressive Business Incorporated","15/09/2006 12:00:00 AM","2750.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","2/03/2007 12:00:00 AM","2500.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","27/10/2006 12:00:00 AM","2500.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (South Australian Branch)","4/08/2006 12:00:00 AM","2025.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia - Queensland Division","23/08/2006 12:00:00 AM","2000.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (Victorian Division)","1/05/2007 12:00:00 AM","2000.0000"
"Government Relations Australia Advisory Pty Ltd","National Party of Australia (Queensland)","23/08/2006 12:00:00 AM","2000.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","5/10/2006 12:00:00 AM","1800.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (Victorian Division)","1/05/2007 12:00:00 AM","1650.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (Victorian Division)","19/03/2007 12:00:00 AM","1450.0000"
"Government Relations Australia Advisory Pty Ltd","Progressive Business Association Inc","26/03/2007 12:00:00 AM","1400.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/12/2006 12:00:00 AM","1200.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","4/02/2007 12:00:00 AM","1000.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","4/03/2007 12:00:00 AM","1000.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (Victorian Division)","4/01/2007 12:00:00 AM","1000.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","18/07/2006 12:00:00 AM","950.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","24/08/2006 12:00:00 AM","525.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","13/09/2006 12:00:00 AM","525.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/07/2006 12:00:00 AM","500.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","7/02/2007 12:00:00 AM","500.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (South Australian Branch)","13/12/2006 12:00:00 AM","495.0000"
"Government Relations Australia Advisory Pty Ltd","Progressive Business Association Inc","7/09/2006 12:00:00 AM","450.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (South Australian Branch)","4/02/2007 12:00:00 AM","450.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (South Australian Branch)","4/03/2007 12:00:00 AM","450.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","14/05/2007 12:00:00 AM","400.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","30/01/2007 12:00:00 AM","400.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (State of Queensland)","6/06/2007 12:00:00 AM","300.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/12/2006 12:00:00 AM","300.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (Victorian Branch)","2/11/2006 12:00:00 AM","300.0000"
"Government Relations Australia Advisory Pty Ltd","Progressive Business Association Inc","17/08/2006 12:00:00 AM","240.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/01/2007 12:00:00 AM","220.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (Victorian Branch)","2/11/2006 12:00:00 AM","200.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/12/2006 12:00:00 AM","200.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/12/2006 12:00:00 AM","200.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (ACT Branch)","5/03/2007 12:00:00 AM","200.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (Victorian Division)","4/12/2006 12:00:00 AM","195.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (S.A. Division)","2/11/2006 12:00:00 AM","190.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (S.A. Division)","31/05/2007 12:00:00 AM","185.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (S.A. Division)","14/08/2006 12:00:00 AM","150.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","20/02/2007 12:00:00 AM","120.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","30/01/2007 12:00:00 AM","120.0000"
"Government Relations Australia Advisory Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/07/2006 12:00:00 AM","100.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","23/10/2006 12:00:00 AM","100.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia, NSW Division","18/07/2006 12:00:00 AM","100.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (S.A. Division)","4/12/2006 12:00:00 AM","50.0000"
"Government Relations Australia Advisory Pty Ltd","Liberal Party of Australia (S.A. Division)","4/03/2007 12:00:00 AM","50.0000"
"Greenfriars Pty Ltd","Liberal Party of Australia, NSW Division","21/02/2007 12:00:00 AM","30000.0000"
"Grocon Pty Ltd","Australian Labor Party (N.S.W. Branch)","1/07/2006 12:00:00 AM","55000.0000"
"Grocon Pty Ltd","Liberal Party of Australia","31/05/2007 12:00:00 AM","50000.0000"
"Grocon Pty Ltd","Australian Labor Party (ALP)","26/03/2007 12:00:00 AM","50000.0000"
"Grocon Pty Ltd","Australian Labor Party (Victorian Branch)","1/06/2007 12:00:00 AM","20000.0000"
"Grocon Pty Ltd","Progressive Business Association Inc","5/08/2006 12:00:00 AM","15000.0000"
"Grocon Pty Ltd","Australian Labor Party (Victorian Branch)","17/10/2006 12:00:00 AM","10000.0000"
"Grocon Pty Ltd","Australian Labor Party (ALP)","14/05/2007 12:00:00 AM","5000.0000"
"Grocon Pty Ltd","Liberal Party of Australia (Victorian Division)","29/08/2006 12:00:00 AM","4091.0000"
"Grocon Pty Ltd","Progressive Business Association Inc","8/05/2007 12:00:00 AM","2200.0000"
"Grocon Pty Ltd","Australian Labor Party (Victorian Branch)","12/10/2006 12:00:00 AM","1000.0000"
"Grollo Australia Pty Ltd","Liberal Party of Australia","7/07/2006 12:00:00 AM","50000.0000"
"Hardie Holdings","Liberal Party of Australia, NSW Division","24/01/2007 12:00:00 AM","30000.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","30/08/2006 12:00:00 AM","5500.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","22/08/2006 12:00:00 AM","5500.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","13/11/2006 12:00:00 AM","5000.0000"
"Hardie Holdings","Liberal Party of Australia, NSW Division","17/10/2006 12:00:00 AM","5000.0000"
"Hardie Holdings","Liberal Party of Australia, NSW Division","17/11/2006 12:00:00 AM","5000.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","14/11/2006 12:00:00 AM","3000.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","3/04/2007 12:00:00 AM","3000.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","5/03/2007 12:00:00 AM","2500.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","23/08/2006 12:00:00 AM","2200.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","24/01/2007 12:00:00 AM","1000.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","22/02/2007 12:00:00 AM","1000.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","22/02/2007 12:00:00 AM","1000.0000"
"Hardie Holdings","Liberal Party of Australia, NSW Division","24/07/2006 12:00:00 AM","1000.0000"
"Hardie Holdings","Liberal Party of Australia, NSW Division","17/10/2006 12:00:00 AM","1000.0000"
"Hardie Holdings","Liberal Party of Australia, NSW Division","17/10/2006 12:00:00 AM","1000.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","24/01/2007 12:00:00 AM","550.0000"
"Hardie Holdings","Australian Labor Party (N.S.W. Branch)","17/10/2006 12:00:00 AM","500.0000"
"Hardie Holdings","National Party of Australia","5/02/2007 12:00:00 AM","220.0000"
"Harralex Nominees Pty Ltd","Australian Democrats","30/06/2007 12:00:00 AM","11583.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","20/11/2006 12:00:00 AM","6600.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (ALP)","22/01/2007 12:00:00 AM","6500.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","21/02/2007 12:00:00 AM","5000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","16/02/2007 12:00:00 AM","5000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","16/04/2007 12:00:00 AM","5000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","15/05/2007 12:00:00 AM","5000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","12/02/2007 12:00:00 AM","5000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","4/01/2007 12:00:00 AM","4868.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","17/10/2006 12:00:00 AM","4789.5000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","17/10/2006 12:00:00 AM","4400.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","13/07/2006 12:00:00 AM","4400.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","13/09/2006 12:00:00 AM","4125.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","17/08/2006 12:00:00 AM","3400.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","6/01/2007 12:00:00 AM","3000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","2/06/2007 12:00:00 AM","3000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","8/11/2006 12:00:00 AM","2750.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","21/11/2006 12:00:00 AM","2750.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","13/07/2006 12:00:00 AM","2750.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","24/10/2006 12:00:00 AM","2500.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","24/10/2006 12:00:00 AM","2500.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (ALP)","13/09/2006 12:00:00 AM","2500.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","31/05/2007 12:00:00 AM","2400.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (ALP)","14/05/2007 12:00:00 AM","2200.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","17/12/2006 12:00:00 AM","2200.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Western Australian Branch)","17/08/2006 12:00:00 AM","2053.6000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Western Australian Branch)","16/05/2007 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","28/06/2007 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","20/11/2006 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","24/08/2006 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","21/02/2007 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","29/03/2007 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","27/11/2006 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","29/01/2007 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","8/03/2007 12:00:00 AM","2000.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (ALP)","18/06/2007 12:00:00 AM","1850.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Western Australian Branch)","4/01/2007 12:00:00 AM","1800.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","17/10/2006 12:00:00 AM","1800.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","10/04/2007 12:00:00 AM","1800.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","31/05/2007 12:00:00 AM","1600.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","30/04/2007 12:00:00 AM","1580.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","17/08/2006 12:00:00 AM","1500.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","26/07/2006 12:00:00 AM","1500.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","27/10/2006 12:00:00 AM","1400.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","13/07/2006 12:00:00 AM","1375.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","17/08/2006 12:00:00 AM","1300.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","24/04/2007 12:00:00 AM","1296.5000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (Victorian Branch)","7/11/2006 12:00:00 AM","1250.0000"
"Hawker Britton (NSW) Pty Ltd","Australian Labor Party (N.S.W. Branch)","3/01/2007 12:00:00 AM","1200.0000"
